yearend,locationabbr,sample_size,age(years),classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,AK,781.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,37.8
2013,AK,317.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,49.7
2013,AK,588.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,46.6
2013,AK,673.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,34.7
2013,AK,823.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,31.6
2013,AK,995.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,27.5
2013,AK,811.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.8
2013,AK,836.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,21.9
2013,AK,1010.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.2
2013,AK,320.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,14.4
2013,AK,822.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,31.8
2014,AK,230.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,14.0
2014,AK,519.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,28.0
2014,AK,612.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,33.6
2014,AK,848.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,35.2
2014,AK,1003.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,34.5
2014,AK,930.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,29.6
2014,AK,230.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,29.8
2014,AK,519.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,30.2
2014,AK,612.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,35.9
2014,AK,848.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,35.8
2014,AK,1003.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,38.7
2014,AK,930.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,41.3
2014,AK,244.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.8
2014,AK,556.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,11.9
2014,AK,643.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,15.1
2014,AK,884.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,21.0
2014,AK,1066.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,24.8
2014,AK,985.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.9
2011,AZ,240.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,18.7
2011,AZ,471.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,23.6
2011,AZ,655.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,25.4
2011,AZ,963.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,29.6
2011,AZ,1346.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,29.9
2011,AZ,2475.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.6
2011,AZ,212.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,27.7
2011,AZ,414.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,36.7
2011,AZ,630.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,38.6
2011,AZ,940.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,41.9
2011,AZ,1288.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,39.3
2011,AZ,2454.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.2
2011,AZ,2384.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.9
2011,AZ,1354.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,35.8
2011,AZ,980.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,36.9
2011,AZ,659.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,38.0
2011,AZ,491.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,46.3
2011,AZ,237.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,47.3
2011,AZ,235.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,29.4
2011,AZ,489.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,22.4
2011,AZ,655.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,20.0
2011,AZ,969.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,17.3
2011,AZ,1324.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,19.0
2011,AZ,2331.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,17.7
2011,AZ,235.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.0
2011,AZ,238.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,47.4
2011,AZ,478.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,53.4
2011,AZ,644.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,52.5
2011,AZ,960.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,53.0
2011,AZ,1304.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,47.9
2011,AZ,2372.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,59.7
2011,AZ,1358.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,31.0
2011,AZ,234.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,27.6
2011,AZ,476.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,29.9
2011,AZ,631.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,22.0
2011,AZ,941.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,27.3
2011,AZ,1293.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,18.7
2011,AZ,2340.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.4
2011,AZ,237.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,29.3
2011,AZ,474.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,26.3
2011,AZ,643.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,28.5
2011,AZ,958.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,34.5
2011,AZ,1298.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,33.8
2011,AZ,2351.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,45.2
2011,AZ,487.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,39.4
2011,AZ,644.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,29.4
2011,AZ,961.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,36.6
2011,AZ,1342.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.7
2011,AZ,2418.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.9
2011,AZ,243.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,23.9
2011,AZ,493.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,21.7
2011,AZ,657.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,20.7
2011,AZ,983.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,22.2
2011,AZ,2463.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.1
2012,AZ,348.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,16.2
2012,AZ,591.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,29.2
2012,AZ,684.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,30.4
2012,AZ,1001.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,27.6
2012,AZ,1462.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,30.3
2012,AZ,2805.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.6
2012,AZ,348.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,24.9
2012,AZ,591.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,33.3
2012,AZ,684.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,37.6
2012,AZ,1001.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,43.3
2012,AZ,1462.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,35.7
2012,AZ,2805.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.0
2012,AZ,366.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,13.0
2012,AZ,639.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,20.3
2012,AZ,719.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,22.3
2012,AZ,1054.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,24.7
2012,AZ,1528.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,21.3
2012,AZ,2892.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,29.0
2013,AZ,232.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,13.4
2013,AZ,361.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,29.6
2013,AZ,412.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,27.6
2013,AZ,635.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,34.6
2013,AZ,858.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,30.4
2013,AZ,1531.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.2
2013,AZ,232.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,29.5
2013,AZ,361.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,28.1
2013,AZ,412.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.9
2013,AZ,635.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,37.5
2013,AZ,858.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.6
2013,AZ,1531.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.8
2013,AZ,405.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,38.8
2013,AZ,604.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,42.4
2013,AZ,838.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,36.8
2013,AZ,1450.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,32.7
2013,AZ,218.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,52.7
2013,AZ,351.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,37.8
2013,AZ,219.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,30.1
2011,AR,1082.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,36.9
2013,AZ,351.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,21.4
2013,AZ,1413.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.1
2013,AZ,830.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,19.0
2013,AZ,406.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,25.0
2011,AR,289.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,19.9
2013,AZ,588.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,25.5
2013,AZ,1423.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,58.1
2013,AZ,224.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,48.9
2013,AZ,343.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,56.7
2013,AZ,583.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,29.4
2013,AZ,390.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,50.5
2013,AZ,581.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,45.0
2013,AZ,816.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,50.3
2013,AZ,831.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.7
2013,AZ,216.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,28.0
2013,AZ,337.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,30.7
2013,AZ,386.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,17.7
2013,AZ,574.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,21.2
2013,AZ,804.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,18.7
2013,AZ,1407.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,17.6
2013,AZ,224.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,29.1
2013,AZ,342.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,37.8
2013,AZ,389.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,32.8
2013,AZ,578.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,24.2
2013,AZ,813.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,33.2
2013,AZ,1412.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,43.9
2013,AZ,222.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,45.0
2013,AZ,342.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,41.5
2013,AZ,398.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,24.4
2013,AZ,1454.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.9
2013,AZ,1481.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.9
2013,AZ,408.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,21.4
2013,AZ,230.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,26.8
2013,AZ,351.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,15.7
2013,AZ,844.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.1
2013,AZ,596.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,31.8
2014,AZ,440.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,16.6
2014,AZ,853.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,29.1
2014,AZ,1347.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,33.3
2014,AZ,2001.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,34.9
2014,AZ,2979.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,33.5
2014,AZ,6229.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,24.7
2014,AZ,440.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,24.0
2014,AZ,853.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,31.5
2014,AZ,1347.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,36.6
2014,AZ,2001.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,36.4
2014,AZ,2979.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,38.2
2014,AZ,6229.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.1
2014,AZ,482.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.8
2014,AZ,933.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,17.4
2014,AZ,1458.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,19.0
2014,AZ,2161.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,19.6
2014,AZ,3229.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,25.6
2014,AZ,6566.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.1
2011,AR,136.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,23.0
2011,AR,295.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,29.3
2011,AR,430.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,32.9
2011,AR,742.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,36.4
2011,AR,1842.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.1
2011,AR,136.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,27.3
2011,AR,295.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,28.2
2011,AR,428.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,34.4
2011,AR,739.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,35.0
2011,AR,1050.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,38.3
2011,AR,1842.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,39.4
2011,AR,1728.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,36.0
2011,AR,446.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,46.1
2011,AR,1064.0,55 - 64,FV,Q018,Age (years),55 - 64,AGEYR,AGEYR5564,49.7
2011,AR,288.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,50.1
2011,AR,132.0,18 - 24,FV,Q018,Age (years),18 - 24,AGEYR,AGEYR1824,50.8
2011,AR,733.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,54.2
2011,AR,129.0,18 - 24,FV,Q019,Age (years),18 - 24,AGEYR,AGEYR1824,39.5
2011,AR,287.0,25 - 34,FV,Q019,Age (years),25 - 34,AGEYR,AGEYR2534,30.7
2011,AR,436.0,35 - 44,FV,Q019,Age (years),35 - 44,AGEYR,AGEYR3544,25.6
2011,AR,735.0,45 - 54,FV,Q019,Age (years),45 - 54,AGEYR,AGEYR4554,29.6
2011,AR,1055.0,55 - 64,FV,Q019,Age (years),55 - 64,AGEYR,AGEYR5564,25.9
2011,AR,1642.0,65 or older,FV,Q019,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.5
2011,AR,128.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,55.4
2011,AR,284.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,52.2
2011,AR,432.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,46.6
2011,AR,724.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,36.2
2011,AR,1012.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,40.6
2011,AR,1688.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,45.6
2011,AR,1002.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,25.9
2011,AR,126.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,30.4
2011,AR,282.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,23.0
2011,AR,428.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,15.6
2011,AR,720.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,12.7
2011,AR,1002.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,9.9
2011,AR,1662.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,12.3
2011,AR,719.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,21.4
2011,AR,125.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,34.8
2011,AR,282.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,27.5
2011,AR,431.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,26.9
2011,AR,1680.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,32.4
2011,AR,129.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,40.5
2011,AR,286.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,31.8
2011,AR,434.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,24.5
2011,AR,737.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,21.4
2011,AR,1060.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,17.2
2011,AR,1751.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,17.7
2012,AR,1063.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,37.2
2011,AR,132.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.8
2011,AR,439.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,29.1
2011,AR,739.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,37.1
2011,AR,1070.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,36.7
2011,AR,1780.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.9
2012,AR,209.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,27.1
2012,AR,449.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,33.7
2012,AR,481.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,43.4
2012,AR,823.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,40.4
2012,AR,1886.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,25.9
2013,AR,211.0,18 - 24,OWS,Q036,Age (years),18 - 24,AGEYR,AGEYR1824,29.6
2012,AR,209.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,28.6
2012,AR,449.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,33.5
2012,AR,481.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,31.8
2012,AR,823.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,30.6
2012,AR,1063.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,40.0
2012,AR,1886.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.8
2012,AR,222.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.1
2012,AR,477.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,27.3
2012,AR,501.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,27.9
2012,AR,866.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,38.7
2012,AR,1105.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,36.3
2012,AR,1950.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.2
2013,AR,386.0,25 - 34,OWS,Q036,Age (years),25 - 34,AGEYR,AGEYR2534,34.2
2013,AR,513.0,35 - 44,OWS,Q036,Age (years),35 - 44,AGEYR,AGEYR3544,42.1
2013,AR,737.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,37.9
2013,AR,1183.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,38.5
2013,AR,1993.0,65 or older,OWS,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.4
2013,AR,211.0,18 - 24,OWS,Q037,Age (years),18 - 24,AGEYR,AGEYR1824,23.1
2013,AR,386.0,25 - 34,OWS,Q037,Age (years),25 - 34,AGEYR,AGEYR2534,33.7
2013,AR,513.0,35 - 44,OWS,Q037,Age (years),35 - 44,AGEYR,AGEYR3544,33.0
2013,AR,737.0,45 - 54,OWS,Q037,Age (years),45 - 54,AGEYR,AGEYR4554,39.1
2013,AR,1183.0,55 - 64,OWS,Q037,Age (years),55 - 64,AGEYR,AGEYR5564,36.0
2013,AR,1993.0,65 or older,OWS,Q037,Age (years),65 or older,AGEYR,AGEYR65PLUS,42.1
2013,AR,1876.0,65 or older,FV,Q018,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.7
2013,AR,380.0,25 - 34,FV,Q018,Age (years),25 - 34,AGEYR,AGEYR2534,52.7
2013,AR,501.0,35 - 44,FV,Q018,Age (years),35 - 44,AGEYR,AGEYR3544,49.2
2013,AR,711.0,45 - 54,FV,Q018,Age (years),45 - 54,AGEYR,AGEYR4554,58.9
